SKU;SEGUIMENTO;Categoria;TIPO;Fornecedor;Descrição / Aplicação;"Código Do 
Fornecedor";" CMV 
Unitário ";"Altura
(cm)";"Comprimento
(cm)";"Largura
(cm)";Peso
FTK77001-AMW;AUTOMOTIVO;Bucha Bandeja;SIMPLES;AMW;BUCHA DIANTEIRA DA BANDEJA DIANTEIRA PICASSO 2001 A 2012 NÃO EXPORTAR;; R$ -   ;;;;
FTK77002-AMW;AUTOMOTIVO;Bucha Bandeja;SIMPLES;AMW;Bucha Traseira Da Bandeja Dianteira Xsara 1998 A 2004;; R$ -   ;;;;
FTK77014-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Sentra 2008 Em Diante;; R$ -   ;;;;
FTK77015-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Dianteira Da Bandeja Dianteira Sentra 2014 Em Diante;; R$ -   ;;;;
FTK77365;AUTOMOTIVO;Pivô;SIMPLES;SPARE;PIVÔ INFERIOR ESQUERDO AUDI A3 1999 A 2006;; R$ -   ;;;;
FTK77366;AUTOMOTIVO;Pivô;SIMPLES;SPARE;PIVÔ INFERIOR DIREITO AUDI A3 1999 A 2006;; R$ -   ;;;;
FTK77368;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior T-cross 2019 Á 2022 Lado Direito;; R$ -   ;;;;
FTK77369;AUTOMOTIVO;Pivô;SIMPLES;SPARE;PIVÔ INFERIOR JETTA LADO ESQUERDO;; R$ -   ;;;;
FTK7739-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Corolla 1997 A 2002;; R$ -   ;;;;
FTK7740-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Central Da Bandeja Dianteira Corolla 1992 A 2002;; R$ -   ;;;;
FTK7741-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Corolla 2003 Em Diante;; R$ -   ;;;;
FTK7742-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Central Da Bandeja Dianteira Corolla 2003 Em Diante;; R$ -   ;;;;
FTK77503-AMW;AUTOMOTIVO;Bucha Bandeja;SIMPLES;AMW;BUCHA DA BANDEJA SUSPENSÃO DIANTEIRA CLIO 1998 EM DIANTE NÃO EXPORTAR;; R$ -   ;;;;
FTK88001-AMW;AUTOMOTIVO;Bucha Bandeja;SIMPLES;AMW;BUCHA DIANTEIRA DA BANDEJA DIANTEIRA 206 1998 A 2010;; R$ -   ;;;;
ftk88002;AUTOMOTIVO;Pastilha Freio;SIMPLES;GUARU BORRACHAS;BUCHA DA BARRA ESTABILIZADORA SUSPENSÃO DIANTEIRA HYUNDAI HB20 2013/2019 HYUNDAI HB20 2020/...;; R$ -   ;;;;
FTK88002-AMW;AUTOMOTIVO;Bucha Bandeja;SIMPLES;AMW;Bucha Traseira Da Bandeja Dianteira C4 2007 A 2019;; R$ -   ;;;;
FTK889628;AUTOMOTIVO;Rolamento semi Eixo;SIMPLES;POLO;Rolamento Semi Eixo Renault Laguna 1994 Até 2012;; R$ -   ;;;;
FTK902;AUTOMOTIVO;Coifa Homocinética;SIMPLES;Replabor;COIFA HOMOCINETICA LADO RODA CITY 1.5 2009 EM DIANTE;; R$ -   ;;;;
FTK946;AUTOMOTIVO;;SIMPLES;R9BOR;COXIM AMORTECEDOR DIANTEIRO CLIO II  ;;;;;;
FTK99082-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;BUCHA TRASEIRA DA BANDEJA DIANTEIRA MONDEO 1996 A 2001;; R$ -   ;;;;
FTK99083-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;BUCHA DIANTEIRA DA BANDEJA DIANTEIRA MONDEO 1993 A 2001;; R$ -   ;;;;
FTK99103-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Scenic 2007 Em Diante;; R$ -   ;;;;
FTK99104-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Dianteira Da Bandeja Dianteira Megane 2007 Em Diante;; R$ -   ;;;;
FTK99128-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Dianteira Da Bandeja Dianteira Fluence 2010 Em Diante;; R$ -   ;;;;
FTK99129-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Fluence 2010 Em Diante;; R$ -   ;;;;
FTK99133;AUTOMOTIVO;Pastilha Freio;SIMPLES;GUARU BORRACHAS;BUCHA DA BARRA ESTABILIZADORA SUSPENSÃO DIANTEIRA PEUGEOT 1999 A 2011;; R$ -   ;;;;
FTK99134-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;BUCHA TRASEIRA DA BANDEJA DIANTEIRA CIVIC 2007 A 2016;; R$ -   ;;;;
FTK99140-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Da Bandeja Superior Dianteira Civic 1996 A 2000;; R$ -   ;;;;
FTK99162;AUTOMOTIVO;Pivô;SIMPLES;SPARE;Pivô Inferior Ambos Lados L200 Triton 2008 A 2022;; R$ -   ;;;;
FTK99166-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;BUCHA DA BANDEJA SUSPENSÃO DIANTEIRA MEGANE 1995 EM DIANTE;; R$ -   ;;;;
FTK99171-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Da Bandeja Superior Dianteira Civic 1992 A 1995;; R$ -   ;;;;
FTK99261;AUTOMOTIVO;Pastilha Freio;SIMPLES;GUARU BORRACHAS;BUCHA DA BARRA ESTABILIZADORA SUSPENSÃO DIANTEIRA PEUGEOT 307;; R$ -   ;;;;
FTK99282-MB;AUTOMOTIVO;Bucha;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Vera Cruz 2006 Em Diante;; R$ -   ;;;;
FTK99283-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;BUCHA DIANTEIRA DA BANDEJA DIANTEIRA TUCSON 2005 EM DIANTE;; R$ -   ;;;;
FTK99325-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Da Bandeja Suspensão Dianteira Logan 2007 Em Diante;; R$ -   ;;;;
FTK99347-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Sportage 2011 Em Diante;; R$ -   ;;;;
FTK99355-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;BUCHA DA BANDEJA SUSPENSÃO DIANTEIRA DUSTER 2012 EM DIANTE;; R$ -   ;;;;
FTK99370-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Dianteira Da Bandeja Dianteira Kwid 2017 Em Diante;; R$ -   ;;;;
FTK99371-MB;AUTOMOTIVO;Bucha Bandeja;SIMPLES;MOBENSANI;Bucha Traseira Da Bandeja Dianteira Kwid 2017 Em Diante;; R$ -   ;;;;
FTK-CCA0035;MOTO PEÇAS;Cabo Acelerador Moto;SIMPLES;POLO;CCA0035 CABO ACELERADOR HONDA CG 150 TITAN MIX ESD 2009/...;;;;;;
FTK-CCA0036;MOTO PEÇAS;Cabo Acelerador Moto;SIMPLES;POLO;Cabo De Acelerador Nxr 150 Bros Ks 2009 A 2012;; R$ -   ;;;;
FTK-CCA0038;MOTO PEÇAS;Cabo Acelerador Moto;SIMPLES;POLO;Cabo De Acelerador Cg 150 Fan Esi 2010 Em Diante;; R$ -   ;;;;
FTK-CCA0041;MOTO PEÇAS;Cabo Acelerador Moto;SIMPLES;POLO;Cabo De Acelerador Titan 160 2016 Em Diante;; R$ -   ;;;;
FTK-CCA0043;MOTO PEÇAS;Cabo Acelerador Moto;SIMPLES;POLO;CCA0043 CABO ACELERADOR HONDA CG 125 FAN / CARGO KS / FAN 14>;;;;;;
CCA0043;MOTO PEÇAS;Cabo Acelerador Moto;SIMPLES;POLO;CCA0043 CABO ACELERADOR HONDA CG 125 FAN / CARGO KS / FAN 14>;;;;;;
FTK-CCE0048;MOTO PEÇAS;Cabo Embreagem moto;SIMPLES;POLO;Cabo De Embreagem Cg 125 Fan Es 2009 2010;; R$ -   ;;;;
FTK-CCE0048;MOTO PEÇAS;Cabo Embreagem moto;SIMPLES;POLO;Cabo De Embreagem Cg 125 Fan Es 2009 2010;; R$ -   ;;;;
FTK-CCE0052;MOTO PEÇAS;Cabo Embreagem moto;SIMPLES;POLO;;;;;;;
FTK-CCE0053;MOTO PEÇAS;Cabo Embreagem moto;SIMPLES;POLO;;;;;;;
FTK-CCE0054;MOTO PEÇAS;Cabo Embreagem moto;SIMPLES;POLO;;;;;;;
FTK-CCF0056;MOTO PEÇAS;Cabo Freio Moto;SIMPLES;POLO;CCF0056 CABO FREIO HONDA CG 150 TITAN ES/KS/JOB 08>;;;;;;
FTK-CCV0061;MOTO PEÇAS;Cabo velocímetro Moto;SIMPLES;POLO;Cabo De Velocímetro Biz 125 2008 A 2013;; R$ -   ;;;;
CCV0061;MOTO PEÇAS;Cabo velocímetro Moto;SIMPLES;POLO;Cabo De Velocímetro Biz 125 2008 A 2013;; R$ -   ;;;;
FTK-CCV0062;MOTO PEÇAS;Cabo velocímetro Moto;SIMPLES;POLO;Cabo De Velocímetro Nxr 150 Bros Ks 2009 A 2012;; R$ -   ;;;;
FTK-PDA147;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS ESCORT XR3 1984 A 1992;; R$ -   ;;;;
FTK-PDA151;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;Amortecedor Mola A Gás Porta Malas Agile 2009 A 2013;; R$ -   ;;;;
FTK-PDA152;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS JOY 2020 2021;; R$ -   ;;;;
FTK-PDA155;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS CROSSFOX 2005 EM DIANTE;; R$ -   ;;;;
FTK-PDA157;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS JAC J6 2011 A 2017;; R$ -   ;;;;
FTK-PDA158;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS PAJERO SPORT 2006 A 2011;; R$ -   ;;;;
FTK-PDA160;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS NEW KA 2008 A 2013;; R$ -   ;;;;
FTK-PDA162;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS FOCUS HATCH 2009 A 2013;; R$ -   ;;;;
FTK-PDA163;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS ZAFIRA 2001 EM DIANTE;; R$ -   ;;;;
FTK-PDA164;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS SPACEFOX 2006 A 2012;; R$ -   ;;;;
FTK-PDA50;AUTOMOTIVO;Amortecedor Porta Mala;SIMPLES;Pandão;AMORTECEDOR MOLA A GÁS PORTA MALAS PEUGEOT 206 1999 A 2009;; R$ -   ;;;;
FTK-T325/T;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;CAMARG;Trambulador Do Câmbio Completo Gol Quadrado 5 Marchas;; R$ -   ;;;;
FTK-T350;AUTOMOTIVO;Suporte Câmbio;SIMPLES;CAMARG;Suporte Caixa Câmbio Reforçada Fusca Motor A Ar;; R$ -   ;;;;
GM001;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Kit Rolamento Roda Traseira Corsa Celta Agile;; R$ -   ;;;;
hl4047;AUTOMOTIVO;Capa Pedal;SIMPLES;HOLYMAN;Capa Pedal De Freio Zafira 2004 A 2011 Automático;; R$ 8,70 ;;;;
hl5609;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Direita Vera Cruz 2007 A 2012;; R$ 17,28 ;;;;
hl5609/10;AUTOMOTIVO;Bieleta;KIT;HOLYMAN;Par Bieleta Dianteira Ld E Le Sorento 2009 A 2013;; R$ 35,00 ;;;;
hl5610;AUTOMOTIVO;Bieleta;SIMPLES;HOLYMAN;Bieleta Dianteira Esquerda Vera Cruz 2007 A 2012;; R$ 17,28 ;;;;
kit/vw001DT;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Kit Rolamento Da Roda Dianteira S/ Abs Agile 2010a2014;; R$ -   ;;;;
KIT-12152;AUTOMOTIVO;Pino de Porta;KIT;MultiKit;Kit Pino Buchas Dobradiça Porta Corcel 1977 A 1986 (4 pinos);; R$ -   ;;;;
KIT1FTK77001/02-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 6 Buchas Da Bandeja Dianteira Picasso 2001 A 2012;; R$ -   ;;;;
Kit-2210/11;AUTOMOTIVO;Haste Câmbio;KIT;LT CORREA;Kit Bieleta Haste Trambulador Peugeot 206 207 1.4 8v 1.6 16v;; R$ 28,70 ;;;;
Kit-2300;AUTOMOTIVO;Reparo alavanta Câmbio;KIT;LT CORREA;Kit Bucha Reparo Trambulador Cambio Corsa Com Liame;; R$ 13,70 ;;;;
Kit-23079;AUTOMOTIVO;Pino de Porta;KIT;MultiKit;4 Pinos Da Dobradiça Da Porta S10 1995 A 2012;; R$ 31,60 ;;;;
Kit-2357/8;AUTOMOTIVO;Suporte Radiador;KIT;LT CORREA;Suporte (coxim) Radiador Meriva 2002/2012;; R$ 59,00 ;;;;
kit-26048;AUTOMOTIVO;Pino de Freio;KIT;MultiKit;Kit Pino Guia Pinça De Freio Diant (2lados) L200 2009;; R$ 35,60 ;;;;
KIT-3025;AUTOMOTIVO;Suporte Parachoque;KIT;HOLYMAN;Kit Suporte Do Parachoque Fusca;; R$ 5,36 ;;;;
kit-332052/53-gm001;AUTOMOTIVO;Bandeja / Rolamento;KIT;SPARE / POLO;Kit Morceguinho E Rolamento Dianteiro Celta 2000 A 2015;; R$ -   ;;;;
KIT-3600DT;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Kit 4 Rolamento Dianteira E Traseira Meriva;; R$ -   ;;;;
KIT4FTK44005-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 4 Buchas Da Bandeja Suspensão Traseira Fiat 147 83 A 86;; R$ -   ;;;;
Kit-5404/5;AUTOMOTIVO;Bieleta;KIT;HOLYMAN;Par Bieleta Dianteira Honda Fit 2003 Até 2008 1.4 1.5;; R$ 30,24 ;;;;
KIT-5607/08;AUTOMOTIVO;Pastilha Freio;KIT;HOLYMAN;Kit Bieleta Traseira Dianteira Tucson 2005 A 2016;; R$ -   ;;;;
KIT-7802;AUTOMOTIVO;Bieleta;KIT;HOLYMAN;Kit Bieleta Completo 4 Lados Compass;; R$ 77,76 ;;;;
KIT-8000/01;AUTOMOTIVO;Bieleta;KIT;HOLYMAN;4 Bieletas Dianteira Traseira Rover Evoque 2011 Em Diante;; R$ 95,04 ;;;;
KIT8FTK44005-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 8 Buchas Da Bandeja Suspensão Traseira Fiat 147 83 A 86;; R$ -   ;;;;
KIT-FD001;AUTOMOTIVO;Rolamento Roda;KIT;Importação;Rolamentos Dianteiro E Traseiro Logus 1993 A 1997;; R$ -   ;;;;
KIT-FTK00404/5203;AUTOMOTIVO;Bieleta;KIT;HOLYMAN;Kit Buchas E Bieletas Dianteira Prisma 2013 Em Diante;; R$ -   ;;;;
KITFTK11001/11018-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit 4 Buchas Da Bandeja Dianteira L200 Sport 2003 Em Diante;; R$ -   ;;;;
KITFTK11001-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Traseira Bandeja Dianteira Pajero Sport 01 Diante;; R$ -   ;;;;
KITFTK11004/06-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 4 Buchas Da Bandeja Dianteira Gol G5 2008 Em Diante;; R$ -   ;;;;
KITFTK11019-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit 4 Buchas Da Bandeja Dianteira L200 Sport 2003 Diante;; R$ -   ;;;;
KITFTK11140-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Superior Dianteira S10 1995 A 2011;; R$ -   ;;;;
KITFTK11203/04-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Suporte Dianteiro Bucha Traseira Bandeja Montana 03 A 10;; R$ -   ;;;;
KITFTK11203A/04-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Bandeja Suspensão Dianteira Corsa 2002 A 2013;; R$ 99,74 ;;;;
KITFTK11224/25-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Prisma 2013 Em Diante;; R$ -   ;;;;
KITFTK22208/2263-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Courier 1997 A 2002;; R$ -   ;;;;
KITFTK22286-GP;AUTOMOTIVO;Bucha Bandeja;KIT;GUARU BORRACHAS;Kit Bucha Bandeja Superior Dianteira Ranger 2012 Em Diante;;  ;;;;
KITFTK33006-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 4 Buchas Do Braço Superior Dianteiro Ranger 95 A 11;; R$ 50,03 ;;;;
KITFTK33028-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Central Da Bandeja Inferior Amarok 2010 Em Diante;; R$ -   ;;;;
KITFTK33029-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Superior Amarok 2010 Em Diante;; R$ -   ;;;;
KIT-FTK3320/21;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Kit Coifa Homocinética Lado Câmbio Fiorino 1996 A 2017;;  ;;;;
KIT-FTK3320/22;AUTOMOTIVO;Coifa Homocinética;KIT;POLO;Kit Coifa Semi Eixo Lado Câmbio E Roda Uno 1994 A 2012;;  ;;;;
KIT-FTK3321/22;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Kit Coifa Semi Eixo Lado Câmbio E Roda Palio 1996 A 2017;; R$ 14,53 ;;;;
KIT-FTK347/63;AUTOMOTIVO;Coifa Homocinética;KIT;Replabor;Kit Coifa Homocinetica Stilo 1.8 2003 A 2007;; R$ -   ;;;;
KITFTK44002/03/06-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 4 Buchas Bandeja Dianteira Marea 98 Em Diante;; R$ -   ;;;;
KITFTK4476/44406-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Punto 2008 A 2018;; R$ -   ;;;;
KITFTK4476/77-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Stilo 2002 A 2010;; R$ -   ;;;;
KITFTK66000/01MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira City 2010 A 2014;; R$ -   ;;;;
KITFTK66029/39-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit 4 Buchas Da Bandeja Dianteira Crv 2007 A 2012;; R$ -   ;;;;
KITFTK77001/02-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit 3 Buchas Da Bandeja Dianteira Picasso 2001 A 2012;; R$ -   ;;;;
KITFTK77014/15-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Sentra 2008 Em Diante;; R$ -   ;;;;
KITFTK7739/40-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Bandeja Dianteira Corolla 1997 A 2002;; R$ -   ;;;;
KITFTK7741/42-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Corolla 2003 Em Diante;; R$ -   ;;;;
KITFTK77503-AMW;AUTOMOTIVO;Bucha Bandeja;KIT;AMW;Kit Bucha Da Bandeja Suspensão Dianteira Clio 1998 Em Diante;; R$ -   ;;;;
KITFTK99103/04-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit 4 Buchas Da Bandeja Dianteira Scenic 2007 Em Diante;; R$ -   ;;;;
KITFTK99128/29-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Fluence 2010 Em Diante;; R$ -   ;;;;
KITFTK99171-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Superior Dianteira Civic 1992 A 1995;; R$ -   ;;;;
KITFTK99325-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit Bucha Da Bandeja Dianteira Logan 2007 Em Diante;; R$ -   ;;;;
KITFTK99370/71-MB;AUTOMOTIVO;Bucha Bandeja;KIT;MOBENSANI;Kit 4 Buchas Da Bandeja Dianteira Kwid 2017 Em Diante;; R$ -   ;;;;
KIT-GM001DT;AUTOMOTIVO;Rolamento Roda;KIT;POLO;Kit Rolamento Roda Traseira E Dianteira Celta ;; R$ 90,97 ;;;;
KIT-LT2212/13;AUTOMOTIVO;Reparo alavanta Câmbio;KIT;LT CORREA;Kit Haste Do Trambulador 122mm E 279mm Partner 1.6;; R$ -   ;;;;
kit-pg001;AUTOMOTIVO;Rolamento Eixo;KIT;Importação;Kit Rolamento Eixo Traseiro C/ Bucha Peugeout 207 47mm;; R$ 117,00 ;;;;
kit-PG001A;AUTOMOTIVO;Rolamento Eixo;KIT;Importação / LT CORREA;Kit Rolamento Eixo Traseiro C/ Bucha Peugeout 207 50mm;; R$ 117,00 ;;;;
KIT-VW001;AUTOMOTIVO;Rolamento Roda;KIT;Importação;Rolamentos Dianteiro E Traseiro Crossfox 2005 Em Diante;; R$ -   ;;;;
LT2212;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;HASTE DO TRAMBULADOR 122MM PEUGEOT 206 1.0;; R$ -   ;;;;
LT2213;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Reparo Do Trambulador Longo 279mm Partner 1.6;; R$ -   ;;;;
LT2266;AUTOMOTIVO;Bucha Caixa Direção;SIMPLES;LT CORREA;Bucha Da Caixa De Direção Elétrica Citroen C3 2003 Á 2012;; R$ 8,90 ;;;;
LT2267;AUTOMOTIVO;HASTE EMBREAGEM;SIMPLES;LT CORREA;Haste Bieleta Trava Cabo Embreagem Pedal Peugeot 206 03 A 05;; R$ -   ;;;;
LT2271;AUTOMOTIVO;Terminal Cabo Câmbio;SIMPLES;LT CORREA;Terminal Cabo Engate Seleção C3 Picasso 2012 Em Diante;; R$ 15,00 ;;;;
LT2273;AUTOMOTIVO;Capo filtro de Óleo;SIMPLES;LT CORREA;Copo Tampa Filtro De Óleo Citroen C3 1.4  8v 2006  Á 2012;; R$ 26,90 ;;;;
LT2365;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Reparo Terminal Do Cabo De Marcha Onix 2013 A 2019;; R$ 22,90 ;;;;
LT5506;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;KIT REPARO DA ALAVANCA DO CÂMBIO Gol - Saveiro - Voyage - Fox (G5/...);;;;;;
LT5526;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Kit Reparo Completo Alavanca Câmbio Golf 2005 Em Diante;; R$ 27,80 ;;;;
LT5537;AUTOMOTIVO;Bucha direção ;SIMPLES;LT CORREA;Bucha Da Caixa De Direção Elétrica Megane Grand Tour;;;;;;
LT5544;AUTOMOTIVO;Pastilha Freio;SIMPLES;LT CORREA;Kit Reparo Dos Cabos Engate Seleção Fiesta 2010 Em Diante;; R$ 19,40 ;;;;
LT5553;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Reparo Alavanca Do Câmbio Eaton Frontier 2002 Em Diante;; R$ 9,50 ;;;;
LT5561;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Terminal Do Cabo De Engate Gol G5 Todos Furo 8mm;; R$ 15,90 ;;;;
LT5561/62;AUTOMOTIVO;Reparo alavanta Câmbio;KIT;LT CORREA;Par Terminal Cabo De Engate Seleção Up 2005 Em Diante;; R$ 31,80 ;;;;
LT5562;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;TERMINAL DO CABO DE ENGATE 10 MM;; R$ 15,90 ;;;;
LT5567;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Terminal Do Cabo De Engate Ecosport 2002 Á 2010;; R$ -   ;;;;
LT5568;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Kit Reparo Dos Cabos De Engate  Fiesta 2002 Á 2010;; R$ 26,40 ;;;;
LT5576;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Haste Do Trambulador 105mm Golf 1998 Á 2001 Motor 1.6;; R$ 10,00 ;;;;
LT5577;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;HASTE DO TRAMBULADOR 230MM - Golf 98/01 - Audi A4 98/01 Motor 1.6;; R$ -   ;;;;
LT5609;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Kit Reparo Terminal Cabo Engate Seleção Nissan Versa;; R$ 22,90 ;;;;
LT5637;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Reparo Bucha Alavanca Câmbio Golf Mk4 1999 A 2006;; R$ 68,00 ;;;;
LT5678;AUTOMOTIVO;Reparo alavanta Câmbio;SIMPLES;LT CORREA;Jogo de Coxim e Trava Superior Radiador  FORD;;;;;;
NZT0012;AUTOMOTIVO;Rolamento Roda;SIMPLES;POLO;Rolamento Da Roda Dianteira Sem Abs Fiat Marea 1999 A 2007;; R$ 31,99 ;;;;
NZT0055AA;AUTOMOTIVO;ROLAMENTO RODA;SIMPLES;POLO;Rolamento Roda Dianteira Scenic Com Abs 2006 Em Diante;; R$ -   ;;;;
NZT0186;AUTOMOTIVO;Rolamento Roda;SIMPLES;POLO;ROLAMENTO RODA DIANTEIRA AIRCROSS 1.6 2010 EM DIANTE;; R$ -   ;;;;
NZT1206;AUTOMOTIVO;Pastilha Freio;SIMPLES;POLO;Rolamento Roda Traseira Fiesta 1.0 2002 A 2013;; R$ -   ;;;;
nzt311315;AUTOMOTIVO;Rolamento Roda;SIMPLES;POLO;Rolamento Da Roda Dianteira Sem Abs Passat Gol Até 1994;; R$ 29,59 ;;;;
NZT311396;AUTOMOTIVO;Rolamento Roda;SIMPLES;POLO;Rolamento Da Roda Dianteira Sem Abs Kadett 89 A 97;; R$ 36,80 ;;;;
